,translated_tweet,remove,tweet_clean,tweet
82,aefi report jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url,aefi report jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url,"['aefi', 'report', 'jan', 'pfizer', 'dos', 'primer', 'booster', 'sinovac', 'dos', 'primer', 'booster', 'az', 'dos', 'primer', 'booster', 'url']",aefi report jan pfizer dos primer booster sinovac dos primer booster az dos primer booster url
83,afsel rotates pfizer news ihsg fly url,afsel rotates pfizer news ihsg fly url,"['afsel', 'rotates', 'pfizer', 'news', 'ihsg', 'fly', 'url']",afsel rotates pfizer news ihsg fly url
84,Covid vaccine booster agenda talk who advises to prevent immunity from going down url,Covid vaccine booster agenda talk who advises to prevent immunity from going down url,"['covid', 'vaccine', 'booster', 'agenda', 'talk', 'who', 'advises', 'to', 'prevent', 'immunity', 'from', 'going', 'down', 'url']",covid vaccine booster agenda talk who advises to prevent immunity from going down url
85,"aghhh salasa polsek booster vaccine margaasih direct info ti police car wins free cooking oil, facta maa hoax","aghhh salasa polsek booster vaccine margaasih direct info ti police car wins free cooking oil, facta maa hoax","['aghhh', 'salasa', 'polsek', 'booster', 'vaccine', 'margaasih', 'direct', 'info', 'ti', 'police', 'car', 'wins', 'free', 'cooking', 'oil', 'facta', 'maa', 'hoax']",aghhh salasa polsek booster vaccine margaasih direct info ti police car wins free cooking oil facta maa hoax
86,"also, even though I already got a booster vaccine ticket on March, but grgr when it was positive, it was postponed until May","also, even though I already got a booster vaccine ticket on March, but grgr when it was positive, it was postponed until May","['also', 'even', 'though', 'i', 'already', 'got', 'a', 'booster', 'vaccine', 'ticket', 'on', 'march', 'but', 'grgr', 'when', 'it', 'was', 'positive', 'it', 'was', 'postponed', 'until', 'may']",also even though i already got a booster vaccine ticket on march but grgr when it was positive it was postponed until may
87,"Ah, after the booster vaccine, the bomb drops vaccine was released","Ah, after the booster vaccine, the bomb drops vaccine was released","['ah', 'after', 'the', 'booster', 'vaccine', 'the', 'bomb', 'drops', 'vaccine', 'was', 'released']",ah after the booster vaccine the bomb drops vaccine was released
88,"Ah, if it's true, my head hurts so much after the booster vaccine, uh, look at the duo, I'm sorry, I've given up on drama.","Ah, if it's true, my head hurts so much after the booster vaccine, uh, look at the duo, I'm sorry, I've given up on drama.","['ah', 'if', 'it s', 'true', 'my', 'head', 'hurts', 'so', 'much', 'after', 'the', 'booster', 'vaccine', 'uh', 'look', 'at', 'the', 'duo', 'i m', 'sorry', 'i ve', 'given', 'up', 'on', 'drama']",ah if it s true my head hurts so much after the booster vaccine uh look at the duo i m sorry i ve given up on drama
89,"Ah, the moron actually knows wkwkwk, well, choose the one who participates, okay, the vaccine is just a booster","Ah, the moron actually knows wkwkwk, well, choose the one who participates, okay, the vaccine is just a booster","['ah', 'the', 'moron', 'actually', 'knows', 'wkwkwk', 'well', 'choose', 'the', 'one', 'who', 'participates', 'okay', 'the', 'vaccine', 'is', 'just', 'a', 'booster']",ah the moron actually knows wkwkwk well choose the one who participates okay the vaccine is just a booster
90,ahh sinovac after eating was surprised if the astra self booster was strong because of the after effect,ahh sinovac after eating was surprised if the astra self booster was strong because of the after effect,"['ahh', 'sinovac', 'after', 'eating', 'was', 'surprised', 'if', 'the', 'astra', 'self', 'booster', 'was', 'strong', 'because', 'of', 'the', 'after', 'effect']",ahh sinovac after eating was surprised if the astra self booster was strong because of the after effect
91,Heterologous covid booster vaccine effectiveness analyst for Sinovac using azd oxford-astrazeneca bntb pfizer-biontech url,Heterologous covid booster vaccine effectiveness analyst for Sinovac using azd oxford-astrazeneca bntb pfizer-biontech url,"['heterologous', 'covid', 'booster', 'vaccine', 'effectiveness', 'analyst', 'for', 'sinovac', 'using', 'azd', 'oxford-astrazeneca', 'bntb', 'pfizer-biontech', 'url']",heterologous covid booster vaccine effectiveness analyst for sinovac using azd oxford-astrazeneca bntb pfizer-biontech url
92,"Experts on the effects of the covid vaccine, you know, if the body is right, I measure it, and the effect is slow, sorry","Experts on the effects of the covid vaccine, you know, if the body is right, I measure it, and the effect is slow, sorry","['experts', 'on', 'the', 'effects', 'of', 'the', 'covid', 'vaccine', 'you', 'know', 'if', 'the', 'body', 'is', 'right', 'i', 'measure', 'it', 'and', 'the', 'effect', 'is', 'slow', 'sorry']",experts on the effects of the covid vaccine you know if the body is right i measure it and the effect is slow sorry
93,ashiaaap vaccine three for strong antibodies,ashiaaap vaccine three for strong antibodies,"['ashiaaap', 'vaccine', 'three', 'for', 'strong', 'antibodies']",ashiaaap vaccine three for strong antibodies
94,aight get a booster let's boost tomorrow the blood pressure will be the most like a vaccine wkwkwk url,aight get a booster let's boost tomorrow the blood pressure will be the most like a vaccine wkwkwk url,"['aight', 'get', 'a', 'booster', 'let s', 'boost', 'tomorrow', 'the', 'blood', 'pressure', 'will', 'be', 'the', 'most', 'like', 'a', 'vaccine', 'wkwkwk', 'url']",aight get a booster let s boost tomorrow the blood pressure will be the most like a vaccine wkwkwk url
95,"aikk levels are suitable for the country's vaccines, but in the case of vaccine deaths, the cobid test x results in death because of the long effect of the cobid vaccine, hurmmm","aikk levels are suitable for the country's vaccines, but in the case of vaccine deaths, the cobid test x results in death because of the long effect of the cobid vaccine, hurmmm","['aikk', 'levels', 'are', 'suitable', 'for', 'the', 'country s', 'vaccines', 'but', 'in', 'the', 'case', 'of', 'vaccine', 'deaths', 'the', 'cobid', 'test', 'x', 'results', 'in', 'death', 'because', 'of', 'the', 'long', 'effect', 'of', 'the', 'cobid', 'vaccine', 'hurmmm']",aikk levels are suitable for the country s vaccines but in the case of vaccine deaths the cobid test x results in death because of the long effect of the cobid vaccine hurmmm
96,aja bruh kipi post-vaccination vaccines are not effective,aja bruh kipi post-vaccination vaccines are not effective,"['aja', 'bruh', 'kipi', 'post-vaccination', 'vaccines', 'are', 'not', 'effective']",aja bruh kipi post-vaccination vaccines are not effective
97,Have you eaten dinner btw sis terry salty have you had the booster vaccine?,Have you eaten dinner btw sis terry salty have you had the booster vaccine?,"['have', 'you', 'eaten', 'dinner', 'btw', 'sis', 'terry', 'salty', 'have', 'you', 'had', 'the', 'booster', 'vaccine']",have you eaten dinner btw sis terry salty have you had the booster vaccine
98,Have you injected the booster vaccine?,Have you injected the booster vaccine?,"['have', 'you', 'injected', 'the', 'booster', 'vaccine']",have you injected the booster vaccine
99,"just the side effects of the covid booster vaccine, see the infographic below, check the complete url","just the side effects of the covid booster vaccine, see the infographic below, check the complete url","['just', 'the', 'side', 'effects', 'of', 'the', 'covid', 'booster', 'vaccine', 'see', 'the', 'infographic', 'below', 'check', 'the', 'complete', 'url']",just the side effects of the covid booster vaccine see the infographic below check the complete url
100,Just booster vaccines are safe and effective for the body's immunity,Just booster vaccines are safe and effective for the body's immunity,"['just', 'booster', 'vaccines', 'are', 'safe', 'and', 'effective', 'for', 'the', 'body s', 'immunity']",just booster vaccines are safe and effective for the body s immunity
101,just a booster vaccine but not yet,just a booster vaccine but not yet,"['just', 'a', 'booster', 'vaccine', 'but', 'not', 'yet']",just a booster vaccine but not yet
102,"take the booster vaccine with mom so that when the city semester holiday comes, why don't you doubt it, I'm afraid of a fever, please shine bright","take the booster vaccine with mom so that when the city semester holiday comes, why don't you doubt it, I'm afraid of a fever, please shine bright","['take', 'the', 'booster', 'vaccine', 'with', 'mom', 'so', 'that', 'when', 'the', 'city', 'semester', 'holiday', 'comes', 'why', 'don t', 'you', 'doubt', 'it', 'i m', 'afraid', 'of', 'a', 'fever', 'please', 'shine', 'bright']",take the booster vaccine with mom so that when the city semester holiday comes why don t you doubt it i m afraid of a fever please shine bright
103,"teach the process of forming vaccine antibodies, a post-vaccination reaction occurs","teach the process of forming vaccine antibodies, a post-vaccination reaction occurs","['teach', 'the', 'process', 'of', 'forming', 'vaccine', 'antibodies', 'a', 'post-vaccination', 'reaction', 'occurs']",teach the process of forming vaccine antibodies a post-vaccination reaction occurs
104,"The booster vaccine is really great, maayaallah","The booster vaccine is really great, maayaallah","['the', 'booster', 'vaccine', 'is', 'really', 'great', 'maayaallah']",the booster vaccine is really great maayaallah
105,academic letter writes jokowi research institute returns brin petisibrin returnskaneijkman petisibrin returnsbarunajaya eijkman barunajaya petition url,academic letter writes jokowi research institute returns brin petisibrin returnskaneijkman petisibrin returnsbarunajaya eijkman barunajaya petition url,"['academic', 'letter', 'writes', 'jokowi', 'research', 'institute', 'returns', 'brin', 'petisibrin', 'returnskaneijkman', 'petisibrin', 'returnsbarunajaya', 'eijkman', 'barunajaya', 'petition', 'url']",academic letter writes jokowi research institute returns brin petisibrin returnskaneijkman petisibrin returnsbarunajaya eijkman barunajaya petition url
106,"At the end of the day, a lot of people get covid. This time the booster vaccine is considered to have been hit","At the end of the day, a lot of people get covid. This time the booster vaccine is considered to have been hit","['at', 'the', 'end', 'of', 'the', 'day', 'a', 'lot', 'of', 'people', 'get', 'covid', 'this', 'time', 'the', 'booster', 'vaccine', 'is', 'considered', 'to', 'have', 'been', 'hit']",at the end of the day a lot of people get covid this time the booster vaccine is considered to have been hit
107,finally finished moderna vaccine booster,finally finished moderna vaccine booster,"['finally', 'finished', 'moderna', 'vaccine', 'booster']",finally finished moderna vaccine booster
108,finally a booster vaccine certificate,finally a booster vaccine certificate,"['finally', 'a', 'booster', 'vaccine', 'certificate']",finally a booster vaccine certificate
109,Finally a booster vaccine,Finally a booster vaccine,"['finally', 'a', 'booster', 'vaccine']",finally a booster vaccine
110,"aksjskskakaka, I feel like I've run out of booster vaccines, it sucks","aksjskskakaka, I feel like I've run out of booster vaccines, it sucks","['aksjskskakaka', 'i', 'feel', 'like', 'i ve', 'run', 'out', 'of', 'booster', 'vaccines', 'it', 'sucks']",aksjskskakaka i feel like i ve run out of booster vaccines it sucks
